chapter	verse	word	type	surface	translit	strongs	morph	lemma	gloss	translation	editions	alt
1	1	1	NKO	Παῦλος	Paulos	G3972G	N-NSM-P	Παῦλος	Paul	Paul	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	2	NKO	ἀπόστολος	apostolos	G0652	N-NSM	ἀπόστολος	apostle	an apostle	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	3	O	κυριόυ	kuriou	G2962G	N-GSM-T	κύριος	lord	of [the] Lord	Byz	
1	1	4	NKO	Χριστοῦ	Christou	G5547	N-GSM-T	Χριστός	Christ	Christ	NA28+NA27+Tyn+SBL+WH+Treg+TR»1+Byz»1	
1	1	5	NKO	Ἰησοῦ	Iēsou	G2424G	N-GSM-P	Ἰησοῦς	Jesus/Joshua	Jesus	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	6	NKO	κατ᾽	kat᾽	G2596	PREP	κατά	according to	according to	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	7	NKO	ἐπιταγὴν	epitagēn	G2003	N-ASF	ἐπιταγή	command	[the] command	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	8	NKO	θεοῦ	theou	G2316	N-GSM-T	θεός	God	of God	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	9	NKO	σωτῆρος	sōtēros	G4990	N-GSM	σωτήρ	savior	[the] Savior	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	10	NKO	ἡμῶν	hēmōn	G3165	P-1GP	ἐγώ	I/we	of us	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	11	NKO	καὶ	kai	G2532	CONJ	καί	and	and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	12	K	κυριόυ	kuriou	G2962G	N-GSM-T	κύριος	lord	Lord	TR	
1	1	13	NKO	Χριστοῦ	Christou	G5547	N-GSM-T	Χριστός	Christ	Christ	NA28+NA27+Tyn+SBL+WH+Treg+TR»1+Byz»1	
1	1	14	NKO	Ἰησοῦ	Iēsou	G2424G	N-GSM-P	Ἰησοῦς	Jesus/Joshua	Jesus	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	15	NKO	τῆς	tēs	G3588	T-GSF	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	16	NKO	ἐλπίδος	elpidos	G1680	N-GSF	ἐλπίς	hope	hope	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	17	NKO	ἡμῶν	hēmōn	G3165	P-1GP	ἐγώ	I/we	of us	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	2	1	NKO	Τιμοθέῳ	Timotheō	G5095	N-DSM-P	Τιμόθεος	Timothy	To Timothy	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	2	2	NKO	γνησίῳ	gnēsiō	G1103	A-DSN	γνήσιος	genuine	[my] true	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	2	3	NKO	τέκνῳ	teknō	G5043	N-DSN	τέκνον	child	child	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	2	4	NKO	ἐν	en	G1722	PREP	ἐν	in/on/among	in	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	2	5	NKO	πίστει·	pistei	G4102G	N-DSF	πίστις	faith	[the] faith:	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	2	6	NKO	χάρις,	charis	G5485	N-NSF	χάρις	grace	Grace,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	2	7	NKO	ἔλεος,	eleos	G1656	N-NSN	ἔλεος	mercy	mercy,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	2	8	NKO	εἰρήνη	eirēnē	G1515	N-NSF	εἰρήνη	peace	[and] peace	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	2	9	NKO	ἀπὸ	apo	G0575	PREP	ἀπό	away from	from	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	2	10	NKO	θεοῦ	theou	G2316	N-GSM-T	θεός	God	God	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	2	11	NKO	πατρὸς	patros	G3962	N-GSM-T	πατήρ	father	[the] Father	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	2	12	K	ἡμῶν	hēmōn	G3165	P-1GP	ἐγώ	I/we	of us	TR+Byz	
1	2	13	NKO	καὶ	kai	G2532	CONJ	καί	and	and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	2	14	NKO	Χριστοῦ	Christou	G5547	N-GSM-T	Χριστός	Christ	Christ	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
